"","county","state","estimate","variable_description","county_state"
"4891","Franklin","Massachusetts",14911,"High School Graduates","Franklin, Massachusetts"
"4892","Franklin","Massachusetts",10480,"Bachelor Degree","Franklin, Massachusetts"
"4893","Hampden","Massachusetts",469116,"Total Population","Hampden, Massachusetts"
"4894","Hampden","Massachusetts",46509,"Less than High School Graduates","Hampden, Massachusetts"
"4895","Hampden","Massachusetts",93236,"High School Graduates","Hampden, Massachusetts"
"4896","Hampden","Massachusetts",51742,"Bachelor Degree","Hampden, Massachusetts"
"4897","Hampshire","Massachusetts",161159,"Total Population","Hampshire, Massachusetts"
"4898","Hampshire","Massachusetts",5559,"Less than High School Graduates","Hampshire, Massachusetts"
"4899","Hampshire","Massachusetts",23457,"High School Graduates","Hampshire, Massachusetts"
"4900","Hampshire","Massachusetts",22816,"Bachelor Degree","Hampshire, Massachusetts"
"4901","Middlesex","Massachusetts",1595192,"Total Population","Middlesex, Massachusetts"
"4902","Middlesex","Massachusetts",76765,"Less than High School Graduates","Middlesex, Massachusetts"
"4903","Middlesex","Massachusetts",218287,"High School Graduates","Middlesex, Massachusetts"
"4904","Middlesex","Massachusetts",303611,"Bachelor Degree","Middlesex, Massachusetts"
"4905","Nantucket","Massachusetts",11101,"Total Population","Nantucket, Massachusetts"
"4906","Nantucket","Massachusetts",380,"Less than High School Graduates","Nantucket, Massachusetts"
"4907","Nantucket","Massachusetts",1476,"High School Graduates","Nantucket, Massachusetts"
"4908","Nantucket","Massachusetts",2381,"Bachelor Degree","Nantucket, Massachusetts"
"4909","Norfolk","Massachusetts",698249,"Total Population","Norfolk, Massachusetts"
"4910","Norfolk","Massachusetts",29903,"Less than High School Graduates","Norfolk, Massachusetts"
"4911","Norfolk","Massachusetts",95171,"High School Graduates","Norfolk, Massachusetts"
"4912","Norfolk","Massachusetts",139580,"Bachelor Degree","Norfolk, Massachusetts"
"4913","Plymouth","Massachusetts",512135,"Total Population","Plymouth, Massachusetts"
"4914","Plymouth","Massachusetts",25173,"Less than High School Graduates","Plymouth, Massachusetts"
"4915","Plymouth","Massachusetts",99134,"High School Graduates","Plymouth, Massachusetts"
"4916","Plymouth","Massachusetts",81944,"Bachelor Degree","Plymouth, Massachusetts"
"4917","Suffolk","Massachusetts",791766,"Total Population","Suffolk, Massachusetts"
"4918","Suffolk","Massachusetts",79176,"Less than High School Graduates","Suffolk, Massachusetts"
"4919","Suffolk","Massachusetts",122750,"High School Graduates","Suffolk, Massachusetts"
"4920","Suffolk","Massachusetts",135277,"Bachelor Degree","Suffolk, Massachusetts"
"4921","Worcester","Massachusetts",822280,"Total Population","Worcester, Massachusetts"
"4922","Worcester","Massachusetts",54112,"Less than High School Graduates","Worcester, Massachusetts"
"4923","Worcester","Massachusetts",158830,"High School Graduates","Worcester, Massachusetts"
"4924","Worcester","Massachusetts",124040,"Bachelor Degree","Worcester, Massachusetts"
"4925","Alcona","Michigan",10364,"Total Population","Alcona, Michigan"
"4926","Alcona","Michigan",973,"Less than High School Graduates","Alcona, Michigan"
"4927","Alcona","Michigan",3333,"High School Graduates","Alcona, Michigan"
"4928","Alcona","Michigan",867,"Bachelor Degree","Alcona, Michigan"
"4929","Alger","Michigan",9194,"Total Population","Alger, Michigan"
"4930","Alger","Michigan",759,"Less than High School Graduates","Alger, Michigan"
"4931","Alger","Michigan",3117,"High School Graduates","Alger, Michigan"
"4932","Alger","Michigan",817,"Bachelor Degree","Alger, Michigan"
"4933","Allegan","Michigan",115250,"Total Population","Allegan, Michigan"
"4934","Allegan","Michigan",7278,"Less than High School Graduates","Allegan, Michigan"
"4935","Allegan","Michigan",29465,"High School Graduates","Allegan, Michigan"
"4936","Allegan","Michigan",11558,"Bachelor Degree","Allegan, Michigan"
"4937","Alpena","Michigan",28612,"Total Population","Alpena, Michigan"
"4938","Alpena","Michigan",1765,"Less than High School Graduates","Alpena, Michigan"
"4939","Alpena","Michigan",7050,"High School Graduates","Alpena, Michigan"
"4940","Alpena","Michigan",2343,"Bachelor Degree","Alpena, Michigan"
"4941","Antrim","Michigan",23177,"Total Population","Antrim, Michigan"
"4942","Antrim","Michigan",1478,"Less than High School Graduates","Antrim, Michigan"
"4943","Antrim","Michigan",5555,"High School Graduates","Antrim, Michigan"
"4944","Antrim","Michigan",3010,"Bachelor Degree","Antrim, Michigan"
"4945","Arenac","Michigan",15165,"Total Population","Arenac, Michigan"
"4946","Arenac","Michigan",1429,"Less than High School Graduates","Arenac, Michigan"
"4947","Arenac","Michigan",4814,"High School Graduates","Arenac, Michigan"
"4948","Arenac","Michigan",879,"Bachelor Degree","Arenac, Michigan"
"4949","Baraga","Michigan",8507,"Total Population","Baraga, Michigan"
"4950","Baraga","Michigan",697,"Less than High School Graduates","Baraga, Michigan"
"4951","Baraga","Michigan",2714,"High School Graduates","Baraga, Michigan"
"4952","Baraga","Michigan",573,"Bachelor Degree","Baraga, Michigan"
"4953","Barry","Michigan",60057,"Total Population","Barry, Michigan"
"4954","Barry","Michigan",3071,"Less than High School Graduates","Barry, Michigan"
"4955","Barry","Michigan",15812,"High School Graduates","Barry, Michigan"
"4956","Barry","Michigan",5745,"Bachelor Degree","Barry, Michigan"
"4957","Bay","Michigan",104786,"Total Population","Bay, Michigan"
"4958","Bay","Michigan",7778,"Less than High School Graduates","Bay, Michigan"
"4959","Bay","Michigan",26000,"High School Graduates","Bay, Michigan"
"4960","Bay","Michigan",9600,"Bachelor Degree","Bay, Michigan"
"4961","Benzie","Michigan",17552,"Total Population","Benzie, Michigan"
"4962","Benzie","Michigan",856,"Less than High School Graduates","Benzie, Michigan"
"4963","Benzie","Michigan",4198,"High School Graduates","Benzie, Michigan"
"4964","Benzie","Michigan",2334,"Bachelor Degree","Benzie, Michigan"
"4965","Berrien","Michigan",154807,"Total Population","Berrien, Michigan"
"4966","Berrien","Michigan",11190,"Less than High School Graduates","Berrien, Michigan"
"4967","Berrien","Michigan",31103,"High School Graduates","Berrien, Michigan"
"4968","Berrien","Michigan",17894,"Bachelor Degree","Berrien, Michigan"
"4969","Branch","Michigan",43584,"Total Population","Branch, Michigan"
"4970","Branch","Michigan",3289,"Less than High School Graduates","Branch, Michigan"
"4971","Branch","Michigan",12451,"High School Graduates","Branch, Michigan"
"4972","Branch","Michigan",2947,"Bachelor Degree","Branch, Michigan"
"4973","Calhoun","Michigan",134473,"Total Population","Calhoun, Michigan"
"4974","Calhoun","Michigan",8123,"Less than High School Graduates","Calhoun, Michigan"
"4975","Calhoun","Michigan",33106,"High School Graduates","Calhoun, Michigan"
"4976","Calhoun","Michigan",12903,"Bachelor Degree","Calhoun, Michigan"
"4977","Cass","Michigan",51460,"Total Population","Cass, Michigan"
"4978","Cass","Michigan",4441,"Less than High School Graduates","Cass, Michigan"
"4979","Cass","Michigan",12159,"High School Graduates","Cass, Michigan"
"4980","Cass","Michigan",4660,"Bachelor Degree","Cass, Michigan"
"4981","Charlevoix","Michigan",26219,"Total Population","Charlevoix, Michigan"
"4982","Charlevoix","Michigan",1236,"Less than High School Graduates","Charlevoix, Michigan"
"4983","Charlevoix","Michigan",5676,"High School Graduates","Charlevoix, Michigan"
"4984","Charlevoix","Michigan",3508,"Bachelor Degree","Charlevoix, Michigan"
"4985","Cheboygan","Michigan",25458,"Total Population","Cheboygan, Michigan"
"4986","Cheboygan","Michigan",1821,"Less than High School Graduates","Cheboygan, Michigan"
"4987","Cheboygan","Michigan",7339,"High School Graduates","Cheboygan, Michigan"
"4988","Cheboygan","Michigan",2506,"Bachelor Degree","Cheboygan, Michigan"
"4989","Chippewa","Michigan",37834,"Total Population","Chippewa, Michigan"
"4990","Chippewa","Michigan",2649,"Less than High School Graduates","Chippewa, Michigan"
"4991","Chippewa","Michigan",9074,"High School Graduates","Chippewa, Michigan"
"4992","Chippewa","Michigan",3772,"Bachelor Degree","Chippewa, Michigan"
"4993","Clare","Michigan",30616,"Total Population","Clare, Michigan"
"4994","Clare","Michigan",3417,"Less than High School Graduates","Clare, Michigan"
"4995","Clare","Michigan",8546,"High School Graduates","Clare, Michigan"
"4996","Clare","Michigan",1675,"Bachelor Degree","Clare, Michigan"
"4997","Clinton","Michigan",77896,"Total Population","Clinton, Michigan"
"4998","Clinton","Michigan",3110,"Less than High School Graduates","Clinton, Michigan"
"4999","Clinton","Michigan",14346,"High School Graduates","Clinton, Michigan"
"5000","Clinton","Michigan",10692,"Bachelor Degree","Clinton, Michigan"
"5001","Crawford","Michigan",13836,"Total Population","Crawford, Michigan"
"5002","Crawford","Michigan",1142,"Less than High School Graduates","Crawford, Michigan"
"5003","Crawford","Michigan",3512,"High School Graduates","Crawford, Michigan"
"5004","Crawford","Michigan",1245,"Bachelor Degree","Crawford, Michigan"
"5005","Delta","Michigan",36190,"Total Population","Delta, Michigan"
"5006","Delta","Michigan",1603,"Less than High School Graduates","Delta, Michigan"
"5007","Delta","Michigan",8807,"High School Graduates","Delta, Michigan"
"5008","Delta","Michigan",3873,"Bachelor Degree","Delta, Michigan"
"5009","Dickinson","Michigan",25570,"Total Population","Dickinson, Michigan"
"5010","Dickinson","Michigan",972,"Less than High School Graduates","Dickinson, Michigan"
"5011","Dickinson","Michigan",6279,"High School Graduates","Dickinson, Michigan"
"5012","Dickinson","Michigan",3281,"Bachelor Degree","Dickinson, Michigan"
"5013","Eaton","Michigan",109155,"Total Population","Eaton, Michigan"
"5014","Eaton","Michigan",4658,"Less than High School Graduates","Eaton, Michigan"
"5015","Eaton","Michigan",21320,"High School Graduates","Eaton, Michigan"
"5016","Eaton","Michigan",13194,"Bachelor Degree","Eaton, Michigan"
"5017","Emmet","Michigan",33039,"Total Population","Emmet, Michigan"
"5018","Emmet","Michigan",1481,"Less than High School Graduates","Emmet, Michigan"
"5019","Emmet","Michigan",5847,"High School Graduates","Emmet, Michigan"
"5020","Emmet","Michigan",5033,"Bachelor Degree","Emmet, Michigan"
"5021","Genesee","Michigan",409361,"Total Population","Genesee, Michigan"
"5022","Genesee","Michigan",26624,"Less than High School Graduates","Genesee, Michigan"
"5023","Genesee","Michigan",88970,"High School Graduates","Genesee, Michigan"
"5024","Genesee","Michigan",37050,"Bachelor Degree","Genesee, Michigan"
"5025","Gladwin","Michigan",25289,"Total Population","Gladwin, Michigan"
"5026","Gladwin","Michigan",2490,"Less than High School Graduates","Gladwin, Michigan"
"5027","Gladwin","Michigan",7430,"High School Graduates","Gladwin, Michigan"
"5028","Gladwin","Michigan",1531,"Bachelor Degree","Gladwin, Michigan"
"5029","Gogebic","Michigan",15414,"Total Population","Gogebic, Michigan"
"5030","Gogebic","Michigan",787,"Less than High School Graduates","Gogebic, Michigan"
"5031","Gogebic","Michigan",4432,"High School Graduates","Gogebic, Michigan"
"5032","Gogebic","Michigan",1628,"Bachelor Degree","Gogebic, Michigan"
"5033","Grand Traverse","Michigan",91746,"Total Population","Grand Traverse, Michigan"
"5034","Grand Traverse","Michigan",3181,"Less than High School Graduates","Grand Traverse, Michigan"
"5035","Grand Traverse","Michigan",16160,"High School Graduates","Grand Traverse, Michigan"
"5036","Grand Traverse","Michigan",14408,"Bachelor Degree","Grand Traverse, Michigan"
"5037","Gratiot","Michigan",41067,"Total Population","Gratiot, Michigan"
"5038","Gratiot","Michigan",2645,"Less than High School Graduates","Gratiot, Michigan"
"5039","Gratiot","Michigan",11374,"High School Graduates","Gratiot, Michigan"
"5040","Gratiot","Michigan",2416,"Bachelor Degree","Gratiot, Michigan"
"5041","Hillsdale","Michigan",45830,"Total Population","Hillsdale, Michigan"
"5042","Hillsdale","Michigan",3649,"Less than High School Graduates","Hillsdale, Michigan"
"5043","Hillsdale","Michigan",12046,"High School Graduates","Hillsdale, Michigan"
"5044","Hillsdale","Michigan",3378,"Bachelor Degree","Hillsdale, Michigan"
"5045","Houghton","Michigan",36360,"Total Population","Houghton, Michigan"
"5046","Houghton","Michigan",1517,"Less than High School Graduates","Houghton, Michigan"
"5047","Houghton","Michigan",7160,"High School Graduates","Houghton, Michigan"
"5048","Houghton","Michigan",3995,"Bachelor Degree","Houghton, Michigan"
"5049","Huron","Michigan",31543,"Total Population","Huron, Michigan"
"5050","Huron","Michigan",2577,"Less than High School Graduates","Huron, Michigan"
"5051","Huron","Michigan",9773,"High School Graduates","Huron, Michigan"
"5052","Huron","Michigan",2413,"Bachelor Degree","Huron, Michigan"
"5053","Ingham","Michigan",289564,"Total Population","Ingham, Michigan"
"5054","Ingham","Michigan",12738,"Less than High School Graduates","Ingham, Michigan"
"5055","Ingham","Michigan",37856,"High School Graduates","Ingham, Michigan"
"5056","Ingham","Michigan",36494,"Bachelor Degree","Ingham, Michigan"
"5057","Ionia","Michigan",64176,"Total Population","Ionia, Michigan"
"5058","Ionia","Michigan",4280,"Less than High School Graduates","Ionia, Michigan"
"5059","Ionia","Michigan",17184,"High School Graduates","Ionia, Michigan"
"5060","Ionia","Michigan",5004,"Bachelor Degree","Ionia, Michigan"
"5061","Iosco","Michigan",25247,"Total Population","Iosco, Michigan"
"5062","Iosco","Michigan",2167,"Less than High School Graduates","Iosco, Michigan"
"5063","Iosco","Michigan",7361,"High School Graduates","Iosco, Michigan"
"5064","Iosco","Michigan",1989,"Bachelor Degree","Iosco, Michigan"
"5065","Iron","Michigan",11212,"Total Population","Iron, Michigan"
"5066","Iron","Michigan",698,"Less than High School Graduates","Iron, Michigan"
"5067","Iron","Michigan",3832,"High School Graduates","Iron, Michigan"
"5068","Iron","Michigan",1045,"Bachelor Degree","Iron, Michigan"
"5069","Isabella","Michigan",70775,"Total Population","Isabella, Michigan"
"5070","Isabella","Michigan",3205,"Less than High School Graduates","Isabella, Michigan"
"5071","Isabella","Michigan",12045,"High School Graduates","Isabella, Michigan"
"5072","Isabella","Michigan",6193,"Bachelor Degree","Isabella, Michigan"
"5073","Jackson","Michigan",158913,"Total Population","Jackson, Michigan"
"5074","Jackson","Michigan",10304,"Less than High School Graduates","Jackson, Michigan"
"5075","Jackson","Michigan",36202,"High School Graduates","Jackson, Michigan"
"5076","Jackson","Michigan",16192,"Bachelor Degree","Jackson, Michigan"
"5077","Kalamazoo","Michigan",261573,"Total Population","Kalamazoo, Michigan"
"5078","Kalamazoo","Michigan",10469,"Less than High School Graduates","Kalamazoo, Michigan"
"5079","Kalamazoo","Michigan",35872,"High School Graduates","Kalamazoo, Michigan"
"5080","Kalamazoo","Michigan",36957,"Bachelor Degree","Kalamazoo, Michigan"
"5081","Kalkaska","Michigan",17463,"Total Population","Kalkaska, Michigan"
"5082","Kalkaska","Michigan",1672,"Less than High School Graduates","Kalkaska, Michigan"
"5083","Kalkaska","Michigan",5210,"High School Graduates","Kalkaska, Michigan"
"5084","Kalkaska","Michigan",962,"Bachelor Degree","Kalkaska, Michigan"
"5085","Kent","Michigan",643140,"Total Population","Kent, Michigan"
"5086","Kent","Michigan",41102,"Less than High School Graduates","Kent, Michigan"
"5087","Kent","Michigan",103202,"High School Graduates","Kent, Michigan"
"5088","Kent","Michigan",97782,"Bachelor Degree","Kent, Michigan"
"5089","Keweenaw","Michigan",2130,"Total Population","Keweenaw, Michigan"
"5090","Keweenaw","Michigan",66,"Less than High School Graduates","Keweenaw, Michigan"
"5091","Keweenaw","Michigan",550,"High School Graduates","Keweenaw, Michigan"
"5092","Keweenaw","Michigan",300,"Bachelor Degree","Keweenaw, Michigan"
"5093","Lake","Michigan",11763,"Total Population","Lake, Michigan"
"5094","Lake","Michigan",1538,"Less than High School Graduates","Lake, Michigan"
"5095","Lake","Michigan",3848,"High School Graduates","Lake, Michigan"
"5096","Lake","Michigan",651,"Bachelor Degree","Lake, Michigan"
"5097","Lapeer","Michigan",88202,"Total Population","Lapeer, Michigan"
"5098","Lapeer","Michigan",5765,"Less than High School Graduates","Lapeer, Michigan"
"5099","Lapeer","Michigan",22220,"High School Graduates","Lapeer, Michigan"
"5100","Lapeer","Michigan",7460,"Bachelor Degree","Lapeer, Michigan"
"5101","Leelanau","Michigan",21639,"Total Population","Leelanau, Michigan"
"5102","Leelanau","Michigan",797,"Less than High School Graduates","Leelanau, Michigan"
"5103","Leelanau","Michigan",3623,"High School Graduates","Leelanau, Michigan"
"5104","Leelanau","Michigan",4189,"Bachelor Degree","Leelanau, Michigan"
"5105","Lenawee","Michigan",98474,"Total Population","Lenawee, Michigan"
"5106","Lenawee","Michigan",6278,"Less than High School Graduates","Lenawee, Michigan"
"5107","Lenawee","Michigan",25224,"High School Graduates","Lenawee, Michigan"
"5108","Lenawee","Michigan",9359,"Bachelor Degree","Lenawee, Michigan"
"5109","Livingston","Michigan",188482,"Total Population","Livingston, Michigan"
"5110","Livingston","Michigan",6040,"Less than High School Graduates","Livingston, Michigan"
"5111","Livingston","Michigan",34004,"High School Graduates","Livingston, Michigan"
"5112","Livingston","Michigan",30096,"Bachelor Degree","Livingston, Michigan"
"5113","Luce","Michigan",6364,"Total Population","Luce, Michigan"
"5114","Luce","Michigan",575,"Less than High School Graduates","Luce, Michigan"
"5115","Luce","Michigan",1840,"High School Graduates","Luce, Michigan"
"5116","Luce","Michigan",554,"Bachelor Degree","Luce, Michigan"
"5117","Mackinac","Michigan",10817,"Total Population","Mackinac, Michigan"
"5118","Mackinac","Michigan",810,"Less than High School Graduates","Mackinac, Michigan"
"5119","Mackinac","Michigan",2848,"High School Graduates","Mackinac, Michigan"
"5120","Mackinac","Michigan",1054,"Bachelor Degree","Mackinac, Michigan"
"5121","Macomb","Michigan",868704,"Total Population","Macomb, Michigan"
"5122","Macomb","Michigan",62977,"Less than High School Graduates","Macomb, Michigan"
"5123","Macomb","Michigan",180999,"High School Graduates","Macomb, Michigan"
"5124","Macomb","Michigan",97514,"Bachelor Degree","Macomb, Michigan"
"5125","Manistee","Michigan",24444,"Total Population","Manistee, Michigan"
"5126","Manistee","Michigan",1715,"Less than High School Graduates","Manistee, Michigan"
"5127","Manistee","Michigan",6583,"High School Graduates","Manistee, Michigan"
"5128","Manistee","Michigan",2326,"Bachelor Degree","Manistee, Michigan"
"5129","Marquette","Michigan",66939,"Total Population","Marquette, Michigan"
"5130","Marquette","Michigan",2081,"Less than High School Graduates","Marquette, Michigan"
"5131","Marquette","Michigan",14017,"High School Graduates","Marquette, Michigan"
"5132","Marquette","Michigan",9616,"Bachelor Degree","Marquette, Michigan"
"5133","Mason","Michigan",28884,"Total Population","Mason, Michigan"
"5134","Mason","Michigan",1587,"Less than High School Graduates","Mason, Michigan"
"5135","Mason","Michigan",6975,"High School Graduates","Mason, Michigan"
"5136","Mason","Michigan",2949,"Bachelor Degree","Mason, Michigan"
"5137","Mecosta","Michigan",43264,"Total Population","Mecosta, Michigan"
"5138","Mecosta","Michigan",2828,"Less than High School Graduates","Mecosta, Michigan"
"5139","Mecosta","Michigan",9700,"High School Graduates","Mecosta, Michigan"
"5140","Mecosta","Michigan",3476,"Bachelor Degree","Mecosta, Michigan"
"5141","Menominee","Michigan",23234,"Total Population","Menominee, Michigan"
"5142","Menominee","Michigan",1306,"Less than High School Graduates","Menominee, Michigan"
"5143","Menominee","Michigan",7360,"High School Graduates","Menominee, Michigan"
"5144","Menominee","Michigan",1966,"Bachelor Degree","Menominee, Michigan"
"5145","Midland","Michigan",83389,"Total Population","Midland, Michigan"
"5146","Midland","Michigan",3323,"Less than High School Graduates","Midland, Michigan"
"5147","Midland","Michigan",16881,"High School Graduates","Midland, Michigan"
"5148","Midland","Michigan",11777,"Bachelor Degree","Midland, Michigan"
"5149","Missaukee","Michigan",15006,"Total Population","Missaukee, Michigan"
"5150","Missaukee","Michigan",1164,"Less than High School Graduates","Missaukee, Michigan"
"5151","Missaukee","Michigan",4362,"High School Graduates","Missaukee, Michigan"
"5152","Missaukee","Michigan",960,"Bachelor Degree","Missaukee, Michigan"
"5153","Monroe","Michigan",149699,"Total Population","Monroe, Michigan"
"5154","Monroe","Michigan",9209,"Less than High School Graduates","Monroe, Michigan"
"5155","Monroe","Michigan",37772,"High School Graduates","Monroe, Michigan"
"5156","Monroe","Michigan",13135,"Bachelor Degree","Monroe, Michigan"
"5157","Montcalm","Michigan",63209,"Total Population","Montcalm, Michigan"
"5158","Montcalm","Michigan",5300,"Less than High School Graduates","Montcalm, Michigan"
"5159","Montcalm","Michigan",17475,"High School Graduates","Montcalm, Michigan"
"5160","Montcalm","Michigan",3876,"Bachelor Degree","Montcalm, Michigan"
"5161","Montmorency","Michigan",9261,"Total Population","Montmorency, Michigan"
"5162","Montmorency","Michigan",972,"Less than High School Graduates","Montmorency, Michigan"
"5163","Montmorency","Michigan",3176,"High School Graduates","Montmorency, Michigan"
"5164","Montmorency","Michigan",599,"Bachelor Degree","Montmorency, Michigan"
"5165","Muskegon","Michigan",173043,"Total Population","Muskegon, Michigan"
"5166","Muskegon","Michigan",10771,"Less than High School Graduates","Muskegon, Michigan"
"5167","Muskegon","Michigan",40566,"High School Graduates","Muskegon, Michigan"
"5168","Muskegon","Michigan",15388,"Bachelor Degree","Muskegon, Michigan"
"5169","Newaygo","Michigan",48142,"Total Population","Newaygo, Michigan"
"5170","Newaygo","Michigan",4423,"Less than High School Graduates","Newaygo, Michigan"
"5171","Newaygo","Michigan",13458,"High School Graduates","Newaygo, Michigan"
"5172","Newaygo","Michigan",3492,"Bachelor Degree","Newaygo, Michigan"
"5173","Oakland","Michigan",1250843,"Total Population","Oakland, Michigan"
"5174","Oakland","Michigan",53868,"Less than High School Graduates","Oakland, Michigan"
"5175","Oakland","Michigan",164936,"High School Graduates","Oakland, Michigan"
"5176","Oakland","Michigan",230785,"Bachelor Degree","Oakland, Michigan"
"5177","Oceana","Michigan",26417,"Total Population","Oceana, Michigan"
"5178","Oceana","Michigan",2546,"Less than High School Graduates","Oceana, Michigan"
"5179","Oceana","Michigan",6396,"High School Graduates","Oceana, Michigan"
"5180","Oceana","Michigan",2222,"Bachelor Degree","Oceana, Michigan"
"5181","Ogemaw","Michigan",20928,"Total Population","Ogemaw, Michigan"
"5182","Ogemaw","Michigan",2270,"Less than High School Graduates","Ogemaw, Michigan"
"5183","Ogemaw","Michigan",6108,"High School Graduates","Ogemaw, Michigan"
"5184","Ogemaw","Michigan",1197,"Bachelor Degree","Ogemaw, Michigan"
"5185","Ontonagon","Michigan",5968,"Total Population","Ontonagon, Michigan"
"5186","Ontonagon","Michigan",364,"Less than High School Graduates","Ontonagon, Michigan"
"5187","Ontonagon","Michigan",2005,"High School Graduates","Ontonagon, Michigan"
"5188","Ontonagon","Michigan",598,"Bachelor Degree","Ontonagon, Michigan"
"5189","Osceola","Michigan",23232,"Total Population","Osceola, Michigan"
"5190","Osceola","Michigan",1914,"Less than High School Graduates","Osceola, Michigan"
"5191","Osceola","Michigan",7187,"High School Graduates","Osceola, Michigan"
"5192","Osceola","Michigan",1480,"Bachelor Degree","Osceola, Michigan"
"5193","Oscoda","Michigan",8277,"Total Population","Oscoda, Michigan"
"5194","Oscoda","Michigan",1030,"Less than High School Graduates","Oscoda, Michigan"
"5195","Oscoda","Michigan",2323,"High School Graduates","Oscoda, Michigan"
"5196","Oscoda","Michigan",432,"Bachelor Degree","Oscoda, Michigan"
"5197","Otsego","Michigan",24397,"Total Population","Otsego, Michigan"
"5198","Otsego","Michigan",1357,"Less than High School Graduates","Otsego, Michigan"
"5199","Otsego","Michigan",5847,"High School Graduates","Otsego, Michigan"
"5200","Otsego","Michigan",2760,"Bachelor Degree","Otsego, Michigan"
"5201","Ottawa","Michigan",284034,"Total Population","Ottawa, Michigan"
"5202","Ottawa","Michigan",12913,"Less than High School Graduates","Ottawa, Michigan"
"5203","Ottawa","Michigan",50168,"High School Graduates","Ottawa, Michigan"
"5204","Ottawa","Michigan",39299,"Bachelor Degree","Ottawa, Michigan"
"5205","Presque Isle","Michigan",12797,"Total Population","Presque Isle, Michigan"
"5206","Presque Isle","Michigan",1085,"Less than High School Graduates","Presque Isle, Michigan"
"5207","Presque Isle","Michigan",3932,"High School Graduates","Presque Isle, Michigan"
"5208","Presque Isle","Michigan",1048,"Bachelor Degree","Presque Isle, Michigan"
"5209","Roscommon","Michigan",23877,"Total Population","Roscommon, Michigan"
"5210","Roscommon","Michigan",1908,"Less than High School Graduates","Roscommon, Michigan"
"5211","Roscommon","Michigan",7691,"High School Graduates","Roscommon, Michigan"
"5212","Roscommon","Michigan",1644,"Bachelor Degree","Roscommon, Michigan"
"5213","Saginaw","Michigan",192778,"Total Population","Saginaw, Michigan"
"5214","Saginaw","Michigan",13876,"Less than High School Graduates","Saginaw, Michigan"
"5215","Saginaw","Michigan",44370,"High School Graduates","Saginaw, Michigan"
"5216","Saginaw","Michigan",18070,"Bachelor Degree","Saginaw, Michigan"
"5217","St. Clair","Michigan",159566,"Total Population","St. Clair, Michigan"
"5218","St. Clair","Michigan",10689,"Less than High School Graduates","St. Clair, Michigan"
"5219","St. Clair","Michigan",38628,"High School Graduates","St. Clair, Michigan"
"5220","St. Clair","Michigan",13050,"Bachelor Degree","St. Clair, Michigan"
"5221","St. Joseph","Michigan",60897,"Total Population","St. Joseph, Michigan"
"5222","St. Joseph","Michigan",5258,"Less than High School Graduates","St. Joseph, Michigan"
"5223","St. Joseph","Michigan",15559,"High School Graduates","St. Joseph, Michigan"
"5224","St. Joseph","Michigan",4057,"Bachelor Degree","St. Joseph, Michigan"
"5225","Sanilac","Michigan",41376,"Total Population","Sanilac, Michigan"
"5226","Sanilac","Michigan",3554,"Less than High School Graduates","Sanilac, Michigan"
"5227","Sanilac","Michigan",12140,"High School Graduates","Sanilac, Michigan"
"5228","Sanilac","Michigan",2643,"Bachelor Degree","Sanilac, Michigan"
"5229","Schoolcraft","Michigan",8069,"Total Population","Schoolcraft, Michigan"
"5230","Schoolcraft","Michigan",602,"Less than High School Graduates","Schoolcraft, Michigan"
"5231","Schoolcraft","Michigan",2695,"High School Graduates","Schoolcraft, Michigan"
"5232","Schoolcraft","Michigan",671,"Bachelor Degree","Schoolcraft, Michigan"
"5233","Shiawassee","Michigan",68493,"Total Population","Shiawassee, Michigan"
"5234","Shiawassee","Michigan",3613,"Less than High School Graduates","Shiawassee, Michigan"
"5235","Shiawassee","Michigan",17352,"High School Graduates","Shiawassee, Michigan"
"5236","Shiawassee","Michigan",5426,"Bachelor Degree","Shiawassee, Michigan"
"5237","Tuscola","Michigan",53250,"Total Population","Tuscola, Michigan"
"5238","Tuscola","Michigan",4045,"Less than High School Graduates","Tuscola, Michigan"
"5239","Tuscola","Michigan",15824,"High School Graduates","Tuscola, Michigan"
"5240","Tuscola","Michigan",3464,"Bachelor Degree","Tuscola, Michigan"
"5241","Van Buren","Michigan",75272,"Total Population","Van Buren, Michigan"
"5242","Van Buren","Michigan",6587,"Less than High School Graduates","Van Buren, Michigan"
"5243","Van Buren","Michigan",16350,"High School Graduates","Van Buren, Michigan"
"5244","Van Buren","Michigan",7123,"Bachelor Degree","Van Buren, Michigan"
"5245","Washtenaw","Michigan",365961,"Total Population","Washtenaw, Michigan"
"5246","Washtenaw","Michigan",10800,"Less than High School Graduates","Washtenaw, Michigan"
"5247","Washtenaw","Michigan",33896,"High School Graduates","Washtenaw, Michigan"
"5248","Washtenaw","Michigan",59475,"Bachelor Degree","Washtenaw, Michigan"
"5249","Wayne","Michigan",1761382,"Total Population","Wayne, Michigan"
"5250","Wayne","Michigan",166003,"Less than High School Graduates","Wayne, Michigan"
"5251","Wayne","Michigan",353763,"High School Graduates","Wayne, Michigan"
"5252","Wayne","Michigan",166284,"Bachelor Degree","Wayne, Michigan"
"5253","Wexford","Michigan",33111,"Total Population","Wexford, Michigan"
"5254","Wexford","Michigan",2408,"Less than High School Graduates","Wexford, Michigan"
"5255","Wexford","Michigan",8426,"High School Graduates","Wexford, Michigan"
"5256","Wexford","Michigan",2866,"Bachelor Degree","Wexford, Michigan"
"5257","Aitkin","Minnesota",15834,"Total Population","Aitkin, Minnesota"
